N = 1307414, log(prod) = 8.33e-308 x 2^-1884000, diff 0.00171
N = 1308092, log(prod) = 4.38e-308 x 2^-1885000, diff 0.00170
N = 1308787, log(prod) = 1.50e-309 x 2^-1886000, diff 0.00170
N = 1309477, log(prod) = 7.75e-308 x 2^-1887000, diff 0.00169
N = 1310137, log(prod) = 8.03e-308 x 2^-1888000, diff 0.00167
N = 1310848, log(prod) = 7.72e-308 x 2^-1889000, diff 0.00168
N = 1311557, log(prod) = 8.19e-308 x 2^-1890000, diff 0.00169
N = 1312258, log(prod) = 2.22e-308 x 2^-1891000, diff 0.00170
N = 1312985, log(prod) = 3.99e-308 x 2^-1892000, diff 0.00172
N = 1313698, log(prod) = 5.75e-308 x 2^-1893000, diff 0.00173
N = 1314426, log(prod) = 2.08e-308 x 2^-1894000, diff 0.00176
N = 1315108, log(prod) = 8.23e-309 x 2^-1895000, diff 0.00175
N = 1315819, log(prod) = 8.61e-308 x 2^-1896000, diff 0.00176
N = 1316540, log(prod) = 7.58e-308 x 2^-1897000, diff 0.00178
N = 1317247, log(prod) = 2.89e-308 x 2^-1898000, diff 0.00179
N = 1317914, log(prod) = 1.43e-308 x 2^-1899000, diff 0.00177
N = 1318572, log(prod) = 2.18e-308 x 2^-1900000, diff 0.00174
N = 1319290, log(prod) = 4.20e-308 x 2^-1901000, diff 0.00176
N = 1319997, log(prod) = 6.64e-308 x 2^-1902000, diff 0.00177
N = 1320700, log(prod) = 7.07e-308 x 2^-1903000, diff 0.00178
N = 1321353, log(prod) = 2.64e-308 x 2^-1904000, diff 0.00175
N = 1322087, log(prod) = 8.05e-308 x 2^-1905000, diff 0.00178
N = 1322775, log(prod) = 8.52e-308 x 2^-1906000, diff 0.00177
N = 1323449, log(prod) = 1.58e-308 x 2^-1907000, diff 0.00176
N = 1324112, log(prod) = 1.55e-309 x 2^-1908000, diff 0.00174
N = 1324832, log(prod) = 7.39e-308 x 2^-1909000, diff 0.00175
N = 1325519, log(prod) = 8.18e-308 x 2^-1910000, diff 0.00175
N = 1326237, log(prod) = 6.17e-309 x 2^-1911000, diff 0.00177
N = 1326915, log(prod) = 8.60e-308 x 2^-1912000, diff 0.00175
N = 1327622, log(prod) = 6.40e-308 x 2^-1913000, diff 0.00176
N = 1328303, log(prod) = 5.38e-308 x 2^-1914000, diff 0.00175
N = 1329021, log(prod) = 9.99e-309 x 2^-1915000, diff 0.00177
N = 1329777, log(prod) = 5.26e-308 x 2^-1916000, diff 0.00182
N = 1330498, log(prod) = 1.13e-308 x 2^-1917000, diff 0.00184
N = 1331219, log(prod) = 7.84e-308 x 2^-1918000, diff 0.00186
N = 1331888, log(prod) = 4.76e-308 x 2^-1919000, diff 0.00184
N = 1332562, log(prod) = 2.47e-308 x 2^-1920000, diff 0.00182
N = 1333254, log(prod) = 1.48e-309 x 2^-1921000, diff 0.00182
N = 1333946, log(prod) = 5.51e-308 x 2^-1922000, diff 0.00182
N = 1334633, log(prod) = 4.14e-308 x 2^-1923000, diff 0.00181
N = 1335347, log(prod) = 3.60e-308 x 2^-1924000, diff 0.00183
N = 1336037, log(prod) = 2.25e-308 x 2^-1925000, diff 0.00182
N = 1336763, log(prod) = 5.40e-308 x 2^-1926000, diff 0.00185
N = 1337496, log(prod) = 2.23e-308 x 2^-1927000, diff 0.00188
N = 1338144, log(prod) = 5.49e-308 x 2^-1928000, diff 0.00184
N = 1338864, log(prod) = 5.03e-308 x 2^-1929000, diff 0.00186
N = 1339529, log(prod) = 6.83e-308 x 2^-1930000, diff 0.00184
N = 1340198, log(prod) = 5.46e-308 x 2^-1931000, diff 0.00182
N = 1340890, log(prod) = 2.53e-308 x 2^-1932000, diff 0.00182
N = 1341598, log(prod) = 2.71e-308 x 2^-1933000, diff 0.00183
N = 1342309, log(prod) = 2.51e-308 x 2^-1934000, diff 0.00184
N = 1343042, log(prod) = 8.04e-309 x 2^-1935000, diff 0.00187
N = 1343740, log(prod) = 6.83e-308 x 2^-1936000, diff 0.00187
N = 1344421, log(prod) = 3.75e-308 x 2^-1937000, diff 0.00186
N = 1345119, log(prod) = 6.13e-308 x 2^-1938000, diff 0.00186
N = 1345814, log(prod) = 6.56e-308 x 2^-1939000, diff 0.00186
N = 1346499, log(prod) = 6.62e-308 x 2^-1940000, diff 0.00186
N = 1347157, log(prod) = 2.87e-309 x 2^-1941000, diff 0.00183
N = 1347810, log(prod) = 4.11e-308 x 2^-1942000, diff 0.00180
N = 1348494, log(prod) = 6.58e-308 x 2^-1943000, diff 0.00179
N = 1349209, log(prod) = 5.24e-309 x 2^-1944000, diff 0.00181
N = 1349886, log(prod) = 4.01e-308 x 2^-1945000, diff 0.00179
N = 1350584, log(prod) = 8.89e-308 x 2^-1946000, diff 0.00180
N = 1351283, log(prod) = 2.62e-308 x 2^-1947000, diff 0.00180
N = 1351932, log(prod) = 3.62e-309 x 2^-1948000, diff 0.00177
N = 1352660, log(prod) = 4.96e-308 x 2^-1949000, diff 0.00179
N = 1353393, log(prod) = 7.42e-308 x 2^-1950000, diff 0.00182
N = 1354078, log(prod) = 7.43e-308 x 2^-1951000, diff 0.00181
N = 1354775, log(prod) = 5.50e-308 x 2^-1952000, diff 0.00182
N = 1355472, log(prod) = 4.50e-308 x 2^-1953000, diff 0.00182
N = 1356160, log(prod) = 4.01e-308 x 2^-1954000, diff 0.00181
N = 1356853, log(prod) = 2.02e-308 x 2^-1955000, diff 0.00181
N = 1357554, log(prod) = 7.24e-308 x 2^-1956000, diff 0.00182
N = 1358283, log(prod) = 3.27e-308 x 2^-1957000, diff 0.00184
N = 1358978, log(prod) = 5.70e-308 x 2^-1958000, diff 0.00184
N = 1359656, log(prod) = 3.57e-308 x 2^-1959000, diff 0.00183
N = 1360358, log(prod) = 3.06e-308 x 2^-1960000, diff 0.00184
N = 1361040, log(prod) = 4.48e-308 x 2^-1961000, diff 0.00183
N = 1361772, log(prod) = 6.11e-308 x 2^-1962000, diff 0.00185
N = 1362470, log(prod) = 4.78e-308 x 2^-1963000, diff 0.00186
N = 1363180, log(prod) = 7.26e-308 x 2^-1964000, diff 0.00187
N = 1363859, log(prod) = 5.34e-308 x 2^-1965000, diff 0.00186
N = 1364561, log(prod) = 6.89e-308 x 2^-1966000, diff 0.00186
N = 1365233, log(prod) = 6.17e-308 x 2^-1967000, diff 0.00185
N = 1365904, log(prod) = 2.34e-308 x 2^-1968000, diff 0.00183
N = 1366608, log(prod) = 4.79e-308 x 2^-1969000, diff 0.00184
N = 1367304, log(prod) = 6.39e-308 x 2^-1970000, diff 0.00184
N = 1367974, log(prod) = 7.41e-308 x 2^-1971000, diff 0.00182
N = 1368630, log(prod) = 5.50e-308 x 2^-1972000, diff 0.00179
N = 1369342, log(prod) = 6.66e-308 x 2^-1973000, diff 0.00180
N = 1370035, log(prod) = 3.96e-308 x 2^-1974000, diff 0.00180
N = 1370678, log(prod) = 7.39e-308 x 2^-1975000, diff 0.00177
N = 1371382, log(prod) = 1.73e-308 x 2^-1976000, diff 0.00177
N = 1372030, log(prod) = 7.62e-308 x 2^-1977000, diff 0.00174
N = 1372715, log(prod) = 1.96e-308 x 2^-1978000, diff 0.00173
N = 1373351, log(prod) = 7.69e-308 x 2^-1979000, diff 0.00169
N = 1374017, log(prod) = 3.38e-309 x 2^-1980000, diff 0.00167
N = 1374687, log(prod) = 1.85e-308 x 2^-1981000, diff 0.00165
N = 1375408, log(prod) = 8.60e-308 x 2^-1982000, diff 0.00167
N = 1376107, log(prod) = 1.33e-309 x 2^-1983000, diff 0.00168
N = 1376815, log(prod) = 2.64e-308 x 2^-1984000, diff 0.00168
N = 1377507, log(prod) = 5.69e-308 x 2^-1985000, diff 0.00168
N = 1378218, log(prod) = 3.00e-308 x 2^-1986000, diff 0.00169
N = 1378927, log(prod) = 5.48e-308 x 2^-1987000, diff 0.00170
N = 1379583, log(prod) = 5.55e-308 x 2^-1988000, diff 0.00168
N = 1380276, log(prod) = 5.48e-308 x 2^-1989000, diff 0.00168
N = 1381005, log(prod) = 4.83e-308 x 2^-1990000, diff 0.00170
N = 1381735, log(prod) = 1.27e-308 x 2^-1991000, diff 0.00173
N = 1382459, log(prod) = 1.27e-308 x 2^-1992000, diff 0.00175
N = 1383179, log(prod) = 7.88e-308 x 2^-1993000, diff 0.00177
N = 1383902, log(prod) = 1.76e-308 x 2^-1994000, diff 0.00179
N = 1384570, log(prod) = 8.81e-308 x 2^-1995000, diff 0.00177
N = 1385251, log(prod) = 5.23e-308 x 2^-1996000, diff 0.00176
N = 1385937, log(prod) = 3.31e-308 x 2^-1997000, diff 0.00175
N = 1386639, log(prod) = 2.83e-308 x 2^-1998000, diff 0.00176
N = 1387322, log(prod) = 6.63e-308 x 2^-1999000, diff 0.00175
N = 1388012, log(prod) = 8.02e-308 x 2^-2000000, diff 0.00175
N = 1388684, log(prod) = 4.95e-308 x 2^-2001000, diff 0.00173
N = 1389319, log(prod) = 8.88e-308 x 2^-2002000, diff 0.00169
N = 1390008, log(prod) = 2.22e-308 x 2^-2003000, diff 0.00169
N = 1390684, log(prod) = 5.68e-308 x 2^-2004000, diff 0.00167
N = 1391387, log(prod) = 2.26e-308 x 2^-2005000, diff 0.00168
N = 1392085, log(prod) = 5.51e-308 x 2^-2006000, diff 0.00168
N = 1392748, log(prod) = 2.38e-308 x 2^-2007000, diff 0.00166
N = 1393385, log(prod) = 3.13e-308 x 2^-2008000, diff 0.00162
N = 1394031, log(prod) = 6.75e-308 x 2^-2009000, diff 0.00158
N = 1394685, log(prod) = 6.83e-310 x 2^-2010000, diff 0.00156
N = 1395402, log(prod) = 4.82e-308 x 2^-2011000, diff 0.00157
N = 1396079, log(prod) = 2.45e-308 x 2^-2012000, diff 0.00156
N = 1396812, log(prod) = 2.92e-308 x 2^-2013000, diff 0.00159
N = 1397517, log(prod) = 6.97e-308 x 2^-2014000, diff 0.00159
N = 1398187, log(prod) = 6.57e-308 x 2^-2015000, diff 0.00158
N = 1398853, log(prod) = 3.71e-309 x 2^-2016000, diff 0.00156
N = 1399515, log(prod) = 8.34e-308 x 2^-2017000, diff 0.00153
N = 1400196, log(prod) = 7.09e-310 x 2^-2018000, diff 0.00153
N = 1400926, log(prod) = 8.16e-308 x 2^-2019000, diff 0.00155
N = 1401606, log(prod) = 3.30e-308 x 2^-2020000, diff 0.00154
N = 1402286, log(prod) = 5.38e-308 x 2^-2021000, diff 0.00153
N = 1402998, log(prod) = 7.23e-308 x 2^-2022000, diff 0.00154
N = 1403725, log(prod) = 5.50e-308 x 2^-2023000, diff 0.00156
N = 1404387, log(prod) = 6.29e-308 x 2^-2024000, diff 0.00154
N = 1405090, log(prod) = 7.93e-308 x 2^-2025000, diff 0.00155
N = 1405776, log(prod) = 7.03e-309 x 2^-2026000, diff 0.00154
N = 1406460, log(prod) = 3.01e-308 x 2^-2027000, diff 0.00153
N = 1407133, log(prod) = 4.42e-308 x 2^-2028000, diff 0.00152
N = 1407816, log(prod) = 1.65e-308 x 2^-2029000, diff 0.00151
N = 1408526, log(prod) = 7.67e-308 x 2^-2030000, diff 0.00152
N = 1409193, log(prod) = 7.59e-308 x 2^-2031000, diff 0.00150
N = 1409886, log(prod) = 3.96e-308 x 2^-2032000, diff 0.00150
N = 1410556, log(prod) = 1.15e-308 x 2^-2033000, diff 0.00149
N = 1411271, log(prod) = 2.96e-308 x 2^-2034000, diff 0.00150
N = 1411993, log(prod) = 1.14e-308 x 2^-2035000, diff 0.00152
N = 1412714, log(prod) = 7.54e-308 x 2^-2036000, diff 0.00154
N = 1413414, log(prod) = 2.41e-308 x 2^-2037000, diff 0.00154
N = 1414101, log(prod) = 7.08e-309 x 2^-2038000, diff 0.00154
N = 1414772, log(prod) = 6.85e-308 x 2^-2039000, diff 0.00152
N = 1415524, log(prod) = 4.73e-308 x 2^-2040000, diff 0.00156
N = 1416180, log(prod) = 1.51e-308 x 2^-2041000, diff 0.00154
N = 1416934, log(prod) = 3.53e-308 x 2^-2042000, diff 0.00158
N = 1417636, log(prod) = 2.73e-308 x 2^-2043000, diff 0.00158
N = 1418323, log(prod) = 8.51e-309 x 2^-2044000, diff 0.00158
N = 1419016, log(prod) = 7.02e-308 x 2^-2045000, diff 0.00158
N = 1419630, log(prod) = 4.99e-308 x 2^-2046000, diff 0.00152
N = 1420265, log(prod) = 5.69e-308 x 2^-2047000, diff 0.00148
N = 1420953, log(prod) = 9.29e-309 x 2^-2048000, diff 0.00148
N = 1421650, log(prod) = 6.17e-308 x 2^-2049000, diff 0.00148
N = 1422336, log(prod) = 8.62e-308 x 2^-2050000, diff 0.00147
N = 1423040, log(prod) = 5.48e-308 x 2^-2051000, diff 0.00148
N = 1423704, log(prod) = 6.62e-308 x 2^-2052000, diff 0.00146
N = 1424357, log(prod) = 2.09e-308 x 2^-2053000, diff 0.00143
N = 1425021, log(prod) = 2.21e-308 x 2^-2054000, diff 0.00141
N = 1425760, log(prod) = 3.02e-308 x 2^-2055000, diff 0.00144
N = 1426451, log(prod) = 6.01e-308 x 2^-2056000, diff 0.00144
N = 1427165, log(prod) = 5.89e-309 x 2^-2057000, diff 0.00145
N = 1427860, log(prod) = 8.65e-308 x 2^-2058000, diff 0.00145
N = 1428555, log(prod) = 2.47e-309 x 2^-2059000, diff 0.00145
N = 1429244, log(prod) = 7.89e-308 x 2^-2060000, diff 0.00145
N = 1429916, log(prod) = 7.08e-308 x 2^-2061000, diff 0.00143
N = 1430646, log(prod) = 3.67e-308 x 2^-2062000, diff 0.00146
N = 1431319, log(prod) = 8.71e-308 x 2^-2063000, diff 0.00144
N = 1432011, log(prod) = 3.58e-308 x 2^-2064000, diff 0.00144
N = 1432698, log(prod) = 4.21e-308 x 2^-2065000, diff 0.00144
N = 1433390, log(prod) = 2.47e-308 x 2^-2066000, diff 0.00143
N = 1434040, log(prod) = 5.22e-308 x 2^-2067000, diff 0.00140
N = 1434699, log(prod) = 2.18e-308 x 2^-2068000, diff 0.00138
N = 1435387, log(prod) = 5.25e-308 x 2^-2069000, diff 0.00137
N = 1436090, log(prod) = 2.16e-308 x 2^-2070000, diff 0.00138
N = 1436755, log(prod) = 2.52e-309 x 2^-2071000, diff 0.00136
N = 1437407, log(prod) = 5.16e-308 x 2^-2072000, diff 0.00133
N = 1438074, log(prod) = 2.27e-309 x 2^-2073000, diff 0.00131
N = 1438774, log(prod) = 8.39e-308 x 2^-2074000, diff 0.00132
N = 1439474, log(prod) = 1.16e-309 x 2^-2075000, diff 0.00132
N = 1440195, log(prod) = 3.69e-308 x 2^-2076000, diff 0.00134
N = 1440899, log(prod) = 5.44e-308 x 2^-2077000, diff 0.00135
N = 1441585, log(prod) = 3.97e-308 x 2^-2078000, diff 0.00134
N = 1442279, log(prod) = 6.11e-308 x 2^-2079000, diff 0.00134
N = 1442967, log(prod) = 6.44e-309 x 2^-2080000, diff 0.00134
N = 1443698, log(prod) = 1.12e-309 x 2^-2081000, diff 0.00136
N = 1444337, log(prod) = 5.63e-308 x 2^-2082000, diff 0.00132
N = 1445006, log(prod) = 2.04e-308 x 2^-2083000, diff 0.00131
N = 1445661, log(prod) = 2.55e-308 x 2^-2084000, diff 0.00128
N = 1446353, log(prod) = 8.54e-308 x 2^-2085000, diff 0.00128
N = 1447040, log(prod) = 3.19e-308 x 2^-2086000, diff 0.00127
N = 1447772, log(prod) = 7.03e-308 x 2^-2087000, diff 0.00130
N = 1448458, log(prod) = 3.15e-308 x 2^-2088000, diff 0.00129
N = 1449153, log(prod) = 4.38e-308 x 2^-2089000, diff 0.00129
N = 1449891, log(prod) = 2.74e-308 x 2^-2090000, diff 0.00133
N = 1450547, log(prod) = 2.00e-308 x 2^-2091000, diff 0.00130
N = 1451250, log(prod) = 7.15e-308 x 2^-2092000, diff 0.00130
N = 1451895, log(prod) = 1.52e-308 x 2^-2093000, diff 0.00127
N = 1452572, log(prod) = 6.79e-308 x 2^-2094000, diff 0.00126
N = 1453253, log(prod) = 4.32e-308 x 2^-2095000, diff 0.00125
N = 1453984, log(prod) = 7.87e-308 x 2^-2096000, diff 0.00128
N = 1454613, log(prod) = 7.26e-308 x 2^-2097000, diff 0.00123
N = 1455330, log(prod) = 4.90e-308 x 2^-2098000, diff 0.00125
N = 1456045, log(prod) = 1.64e-308 x 2^-2099000, diff 0.00126
N = 1456744, log(prod) = 1.78e-308 x 2^-2100000, diff 0.00127
N = 1457450, log(prod) = 1.15e-309 x 2^-2101000, diff 0.00128
N = 1458150, log(prod) = 3.16e-308 x 2^-2102000, diff 0.00128
N = 1458838, log(prod) = 4.14e-308 x 2^-2103000, diff 0.00127
N = 1459526, log(prod) = 5.64e-308 x 2^-2104000, diff 0.00127
N = 1460239, log(prod) = 3.05e-308 x 2^-2105000, diff 0.00128
N = 1460936, log(prod) = 5.65e-308 x 2^-2106000, diff 0.00128
N = 1461650, log(prod) = 2.90e-308 x 2^-2107000, diff 0.00130
N = 1462345, log(prod) = 6.21e-308 x 2^-2108000, diff 0.00130
N = 1463019, log(prod) = 7.75e-308 x 2^-2109000, diff 0.00128
N = 1463700, log(prod) = 1.21e-308 x 2^-2110000, diff 0.00128
N = 1464466, log(prod) = 6.46e-309 x 2^-2111000, diff 0.00133
N = 1465149, log(prod) = 2.25e-308 x 2^-2112000, diff 0.00132
N = 1465844, log(prod) = 1.46e-308 x 2^-2113000, diff 0.00132
N = 1466528, log(prod) = 7.67e-308 x 2^-2114000, diff 0.00131
N = 1467178, log(prod) = 2.96e-308 x 2^-2115000, diff 0.00128
N = 1467839, log(prod) = 4.43e-308 x 2^-2116000, diff 0.00126
N = 1468512, log(prod) = 2.74e-308 x 2^-2117000, diff 0.00124
N = 1469187, log(prod) = 7.48e-308 x 2^-2118000, diff 0.00123
N = 1469863, log(prod) = 5.06e-308 x 2^-2119000, diff 0.00122
N = 1470627, log(prod) = 3.91e-308 x 2^-2120000, diff 0.00127
N = 1471296, log(prod) = 6.64e-308 x 2^-2121000, diff 0.00125
N = 1472015, log(prod) = 5.41e-308 x 2^-2122000, diff 0.00127
N = 1472668, log(prod) = 6.68e-309 x 2^-2123000, diff 0.00124
N = 1473386, log(prod) = 8.97e-310 x 2^-2124000, diff 0.00126
N = 1474080, log(prod) = 2.51e-308 x 2^-2125000, diff 0.00126
N = 1474752, log(prod) = 6.77e-308 x 2^-2126000, diff 0.00124
N = 1475442, log(prod) = 4.20e-308 x 2^-2127000, diff 0.00124
N = 1476156, log(prod) = 3.29e-308 x 2^-2128000, diff 0.00125
N = 1476856, log(prod) = 9.67e-309 x 2^-2129000, diff 0.00126
N = 1477561, log(prod) = 8.71e-308 x 2^-2130000, diff 0.00126
N = 1478233, log(prod) = 2.00e-308 x 2^-2131000, diff 0.00125
N = 1478864, log(prod) = 5.94e-308 x 2^-2132000, diff 0.00120
N = 1479530, log(prod) = 8.26e-308 x 2^-2133000, diff 0.00119
N = 1480197, log(prod) = 9.10e-309 x 2^-2134000, diff 0.00117
N = 1480890, log(prod) = 5.07e-308 x 2^-2135000, diff 0.00117
N = 1481636, log(prod) = 8.19e-308 x 2^-2136000, diff 0.00120
N = 1482301, log(prod) = 7.75e-308 x 2^-2137000, diff 0.00118
N = 1482963, log(prod) = 2.52e-309 x 2^-2138000, diff 0.00116
N = 1483627, log(prod) = 4.20e-308 x 2^-2139000, diff 0.00114
N = 1484322, log(prod) = 7.92e-308 x 2^-2140000, diff 0.00114
N = 1485039, log(prod) = 4.72e-308 x 2^-2141000, diff 0.00116
N = 1485740, log(prod) = 4.16e-308 x 2^-2142000, diff 0.00116
N = 1486433, log(prod) = 3.52e-308 x 2^-2143000, diff 0.00116
N = 1487136, log(prod) = 7.01e-308 x 2^-2144000, diff 0.00117
N = 1487844, log(prod) = 7.29e-308 x 2^-2145000, diff 0.00118
N = 1488561, log(prod) = 6.69e-308 x 2^-2146000, diff 0.00119
N = 1489256, log(prod) = 2.54e-308 x 2^-2147000, diff 0.00119
N = 1489940, log(prod) = 5.71e-308 x 2^-2148000, diff 0.00119
N = 1490611, log(prod) = 8.42e-308 x 2^-2149000, diff 0.00117
N = 1491274, log(prod) = 7.25e-308 x 2^-2150000, diff 0.00115
N = 1492014, log(prod) = 7.92e-308 x 2^-2151000, diff 0.00118
N = 1492692, log(prod) = 6.95e-308 x 2^-2152000, diff 0.00117
N = 1493370, log(prod) = 7.83e-308 x 2^-2153000, diff 0.00116
N = 1494056, log(prod) = 7.65e-309 x 2^-2154000, diff 0.00116
N = 1494761, log(prod) = 3.33e-308 x 2^-2155000, diff 0.00116
N = 1495454, log(prod) = 1.59e-308 x 2^-2156000, diff 0.00116
N = 1496125, log(prod) = 2.98e-308 x 2^-2157000, diff 0.00115
N = 1496853, log(prod) = 5.82e-308 x 2^-2158000, diff 0.00117
N = 1497539, log(prod) = 2.20e-308 x 2^-2159000, diff 0.00116
N = 1498216, log(prod) = 2.46e-308 x 2^-2160000, diff 0.00115
N = 1498934, log(prod) = 8.60e-308 x 2^-2161000, diff 0.00117
N = 1499622, log(prod) = 2.60e-308 x 2^-2162000, diff 0.00116
N = 1500327, log(prod) = 5.08e-308 x 2^-2163000, diff 0.00117
N = 1501004, log(prod) = 4.94e-308 x 2^-2164000, diff 0.00116
N = 1501668, log(prod) = 8.88e-308 x 2^-2165000, diff 0.00114
N = 1502369, log(prod) = 2.19e-309 x 2^-2166000, diff 0.00115
N = 1503046, log(prod) = 2.20e-308 x 2^-2167000, diff 0.00113
N = 1503721, log(prod) = 2.08e-308 x 2^-2168000, diff 0.00112
N = 1504398, log(prod) = 9.31e-309 x 2^-2169000, diff 0.00111
N = 1505110, log(prod) = 4.52e-308 x 2^-2170000, diff 0.00112
N = 1505801, log(prod) = 7.45e-308 x 2^-2171000, diff 0.00112
N = 1506536, log(prod) = 7.45e-308 x 2^-2172000, diff 0.00115
N = 1507289, log(prod) = 1.26e-308 x 2^-2173000, diff 0.00119
N = 1508021, log(prod) = 6.60e-308 x 2^-2174000, diff 0.00121
N = 1508757, log(prod) = 2.74e-308 x 2^-2175000, diff 0.00124
N = 1509448, log(prod) = 2.06e-308 x 2^-2176000, diff 0.00124
N = 1510122, log(prod) = 3.73e-308 x 2^-2177000, diff 0.00122
N = 1510800, log(prod) = 2.01e-308 x 2^-2178000, diff 0.00121
N = 1511481, log(prod) = 6.63e-308 x 2^-2179000, diff 0.00120
N = 1512210, log(prod) = 1.29e-308 x 2^-2180000, diff 0.00123
N = 1512900, log(prod) = 1.09e-308 x 2^-2181000, diff 0.00123
N = 1513597, log(prod) = 6.17e-308 x 2^-2182000, diff 0.00123
N = 1514297, log(prod) = 2.17e-308 x 2^-2183000, diff 0.00123
N = 1514967, log(prod) = 4.61e-308 x 2^-2184000, diff 0.00122
N = 1515683, log(prod) = 5.69e-308 x 2^-2185000, diff 0.00123
N = 1516403, log(prod) = 4.43e-308 x 2^-2186000, diff 0.00125
N = 1517084, log(prod) = 6.37e-308 x 2^-2187000, diff 0.00124
N = 1517790, log(prod) = 1.53e-308 x 2^-2188000, diff 0.00125
N = 1518521, log(prod) = 8.00e-308 x 2^-2189000, diff 0.00127
N = 1519201, log(prod) = 7.66e-308 x 2^-2190000, diff 0.00126
N = 1519935, log(prod) = 4.75e-308 x 2^-2191000, diff 0.00129
N = 1520559, log(prod) = 8.17e-308 x 2^-2192000, diff 0.00124
N = 1521235, log(prod) = 3.33e-308 x 2^-2193000, diff 0.00123
N = 1521943, log(prod) = 9.71e-309 x 2^-2194000, diff 0.00124
N = 1522605, log(prod) = 8.78e-308 x 2^-2195000, diff 0.00122
N = 1523330, log(prod) = 1.57e-308 x 2^-2196000, diff 0.00124
N = 1524019, log(prod) = 6.09e-308 x 2^-2197000, diff 0.00123
N = 1524726, log(prod) = 7.76e-308 x 2^-2198000, diff 0.00124
N = 1525392, log(prod) = 2.19e-308 x 2^-2199000, diff 0.00123
N = 1526049, log(prod) = 5.40e-309 x 2^-2200000, diff 0.00120
N = 1526724, log(prod) = 5.17e-308 x 2^-2201000, diff 0.00119
N = 1527410, log(prod) = 5.58e-308 x 2^-2202000, diff 0.00118
N = 1528103, log(prod) = 3.97e-308 x 2^-2203000, diff 0.00118
N = 1528746, log(prod) = 1.18e-308 x 2^-2204000, diff 0.00115
N = 1529462, log(prod) = 7.98e-308 x 2^-2205000, diff 0.00116
N = 1530169, log(prod) = 5.86e-308 x 2^-2206000, diff 0.00117
N = 1530858, log(prod) = 2.34e-308 x 2^-2207000, diff 0.00117
N = 1531574, log(prod) = 4.78e-309 x 2^-2208000, diff 0.00119
N = 1532270, log(prod) = 1.55e-308 x 2^-2209000, diff 0.00119
N = 1532896, log(prod) = 3.97e-308 x 2^-2210000, diff 0.00114
N = 1533554, log(prod) = 7.85e-308 x 2^-2211000, diff 0.00112
N = 1534247, log(prod) = 7.99e-308 x 2^-2212000, diff 0.00112
N = 1534943, log(prod) = 6.39e-308 x 2^-2213000, diff 0.00112
N = 1535658, log(prod) = 8.29e-308 x 2^-2214000, diff 0.00113
N = 1536403, log(prod) = 6.79e-308 x 2^-2215000, diff 0.00116
N = 1537102, log(prod) = 2.14e-308 x 2^-2216000, diff 0.00117
N = 1537761, log(prod) = 7.12e-308 x 2^-2217000, diff 0.00115
N = 1538457, log(prod) = 1.49e-308 x 2^-2218000, diff 0.00115
N = 1539141, log(prod) = 8.34e-308 x 2^-2219000, diff 0.00114
N = 1539850, log(prod) = 2.49e-308 x 2^-2220000, diff 0.00115
N = 1540491, log(prod) = 5.07e-308 x 2^-2221000, diff 0.00112
N = 1541201, log(prod) = 6.81e-308 x 2^-2222000, diff 0.00113
N = 1541876, log(prod) = 3.75e-308 x 2^-2223000, diff 0.00111
N = 1542517, log(prod) = 7.23e-308 x 2^-2224000, diff 0.00108
N = 1543240, log(prod) = 1.38e-308 x 2^-2225000, diff 0.00110
N = 1543962, log(prod) = 4.74e-308 x 2^-2226000, diff 0.00112
N = 1544636, log(prod) = 4.29e-308 x 2^-2227000, diff 0.00110
N = 1545333, log(prod) = 1.41e-308 x 2^-2228000, diff 0.00111
N = 1545996, log(prod) = 8.67e-308 x 2^-2229000, diff 0.00109
N = 1546644, log(prod) = 5.83e-308 x 2^-2230000, diff 0.00106
N = 1547330, log(prod) = 8.81e-308 x 2^-2231000, diff 0.00105
N = 1548020, log(prod) = 5.93e-308 x 2^-2232000, diff 0.00105
N = 1548731, log(prod) = 6.80e-308 x 2^-2233000, diff 0.00106
N = 1549399, log(prod) = 7.82e-308 x 2^-2234000, diff 0.00104
N = 1550156, log(prod) = 3.58e-310 x 2^-2235000, diff 0.00109
N = 1550863, log(prod) = 7.35e-308 x 2^-2236000, diff 0.00109
N = 1551562, log(prod) = 4.97e-308 x 2^-2237000, diff 0.00110
N = 1552240, log(prod) = 2.79e-308 x 2^-2238000, diff 0.00109
N = 1552919, log(prod) = 3.93e-308 x 2^-2239000, diff 0.00108
N = 1553688, log(prod) = 2.12e-309 x 2^-2240000, diff 0.00113
N = 1554344, log(prod) = 2.19e-309 x 2^-2241000, diff 0.00110
N = 1555054, log(prod) = 1.52e-308 x 2^-2242000, diff 0.00111
N = 1555758, log(prod) = 4.79e-308 x 2^-2243000, diff 0.00112
N = 1556445, log(prod) = 3.19e-308 x 2^-2244000, diff 0.00111
N = 1557168, log(prod) = 4.93e-308 x 2^-2245000, diff 0.00113
N = 1557864, log(prod) = 5.26e-308 x 2^-2246000, diff 0.00113
N = 1558601, log(prod) = 5.40e-309 x 2^-2247000, diff 0.00116
N = 1559323, log(prod) = 6.73e-308 x 2^-2248000, diff 0.00118
N = 1560041, log(prod) = 7.89e-308 x 2^-2249000, diff 0.00119
N = 1560736, log(prod) = 1.82e-308 x 2^-2250000, diff 0.00119
N = 1561417, log(prod) = 5.94e-308 x 2^-2251000, diff 0.00118
